000000000200000000000004592000100007009020080405000000030000020674800003000056100,953271468246589731187634592368195247719423685425768319531947826674812953892356174|957261438248539761163784592386195247719423685425678319531947826674812953892356174|957261438243589761168734592386195247719423685425678319531947826674812953892356174|957231468246589731183674592368195247719423685425768319531947826674812953892356174|957231468248569731163784592386195247719423685425678319531947826674812953892356174|956271438243589761187634592368195247719423685425768319531947826674812953892356174|957261438243589761186734592368195247719423685425678319531947826674812953892356174|957231468246589731183764592368195247719423685425678319531947826674812953892356174
000004000000090002000050097007600000301007208500030000100000000005820003800300079,962784351753196482418253697247618935391547268586932714139475826675829143824361579|952764381786193452413258697247681935391547268568932714139475826675829143824316579|982764351756193482413258697247681935391547268568932714139475826675829143824316579|952764381473198652618253497247681935391547268586932714139475826765829143824316579|952764381478193652613258497247681935391547268586932714139475826765829143824316579|952764381768193452413258697247681935391547268586932714139475826675829143824316579|952764381763198452418253697247681935391547268586932714139475826675829143824316579|952764381673198452418253697247681935391547268586932714139475826765829143824316579|952764381678193452413258697247681935391547268586932714139475826765829143824316579
000074080000000009010600000038000001000003000064201800500000720900040000020060095,653974182872135649419628537238456971195783264764291853546319728987542316321867495|352974186647128539819635472238756941195483267764291853586319724973542618421867395|352974186647128539819635247238456971195783462764291853586319724973542618421867395|653974182872315649419628537238456971195783264764291853546139728987542316321867495
000070000002006000000040780000000001700901050600000030019000003000508020500700490,158379264472856319963142785295637841734981652681425937819264573347598126526713498|348179265972856314165342789253687941784931652691425837819264573437598126526713498|158379264472856319963142785235687941784931652691425837819264573347598126526713498|483275619972186345165349782254837961738961254691452837819624573347598126526713498|384179265972856314165342789253687941748931652691425837819264573437598126526713498|384179265972856314165342789258637941743981652691425837819264573437598126526713498|185379264472856319963142785258637941734981652691425837819264573347598126526713498|348275619972186345165349782254837961783961254691452837819624573437598126526713498|148379265972856314365142789253687941784931652691425837819264573437598126526713498|158379264472856319963142785285637941734981652691425837819264573347598126526713498|438275619972186345165349782254837961783961254691452837819624573347598126526713498|184379265972856314365142789253687941748931652691425837819264573437598126526713498|485379612972186345163245789254837961738961254691452837819624573347598126526713498|184379265972856314365142789258637941743981652691425837819264573437598126526713498|438179265972856314165342789253687941784931652691425837819264573347598126526713498|483179265972856314165342789258637941734981652691425837819264573347598126526713498
000000000060000070100045020070300062000000038000850100003016000086000009000509000,427638951365921874198745326871394562259167438634852197943216785586473219712589643|724631985365928471198745326871394562459162738632857194943216857586473219217589643|328971654465238971197645823871394562259167438634852197943716285586423719712589346|724631985365928471198745623871394562459162738632857194943216857586473219217589346|428973651365128974197645823871394562259761438634852197943216785586437219712589346|428937651365128974197645823871394562259761438634852197943216785586473219712589346|427638951365921874198745623871394562259167438634852197943216785586473219712589346|327168954465923871198745326871394562259671438634852197943216785586437219712589643|327168954465923871198745623871394562259671438634852197943216785586437219712589346|427963851365128974198745326871394562259671438634852197943216785586437219712589643|427963851365128974198745623871394562259671438634852197943216785586437219712589346
040100000000003000500008000000000010000906800803050020090060043600080700000007100,346179258187523964529648371965832417274916835813754629798261543631485792452397186|346179258187523964529648371965832417472916835813754629798261543631485792254397186
000003009000010000805000600760000050000020000009004320004005000070000008500930200,421653789697218435835479612762391854348526197159784326214865973973142568586937241|621853749947612835835479612762398451453127986189564327294785163376241598518936274|241563879697218435835497612762381954453629781189754326924875163376142598518936247|241563789697218435835497612762381954453629871189754326924875163376142598518936247|647253189923618475815749632762391854438526917159874326294185763371462598586937241|621583749947216835835479612762398451453621987189754326294865173376142598518937264|641253789297816435835479612762391854453728961189564327924685173376142598518937246|621583749947612835835479612762398451453126987189754326294865173376241598518937264|621853749947216835835479612762398451453721986189564327294685173376142598518937264|641253789927816435835479612762391854453728961189564327294685173376142598518937246|621583749947216835835479612762398451453721986189654327294865173376142598518937264|247653189693218475815749632762391854438526917159874326924185763371462598586937241|647253189293618475815749632762391854438526917159874326924185763371462598586937241
002009005000000400700000002010200000000170084050003000045000190890000007000060030,132649875589712463764358912417286359923175684658493721345827196896531247271964538|162439875589712463734586912617248359923175684458693721345827196896351247271964538|132749865589612473764358912417286359923175684658493721345827196896531247271964538|132749865589612473764538912417286359923175684658493721345827196896351247271964538|162349875589712463734658912417286359923175684658493721345827196896531247271964538|132649875589712463764538912417286359923175684658493721345827196896351247271964538
073010000000000000008006009000000030000508400006047008000005060807000000000034570,273419685569283714148756329485691237731528496926347158314975862857162943692834571|273419685695283714418756329584691237731528496926347158342975861857162943169834572|573219684629483715148756329485691237731528496296347158314975862857162943962834571|573219684962483715148756329485691237731528496296347158314975862857162943629834571|573219684692483715148756329485691237731528496926347158314975862857162943269834571|573219684169483725248756319485691237731528496926347158314975862857162943692834571|573219684269483715148756329485691237731528496926347158314975862857162943692834571|573219684962483715148756329485691237731528496296347158324975861857162943619834572
000000000014000000270005009008007000030000012000010090000060040403000708000903000,985132674314679285276485139148297356739856412652314897521768943493521768867943521|985172634314689275276435189148297356739856412652314897521768943493521768867943521|385179624914682375276435189148297536739856412652314897521768943493521768867943251|985621374314879526276435189148297635739586412652314897521768943493152768867943251|985671234314829675276435189148297356739586412652314897521768943493152768867943521|985621374314879256276435189148297635739586412652314897521768943493152768867943521|985671324314829576276435189148297635739586412652314897521768943493152768867943251|985621374314879625276435189148297536739586412652314897521768943493152768867943251|985671324314829675276435189148297536739586412652314897521768943493152768867943251
000000380008000072000006005000000030070080006900003000310000050080700000502000190,625917384198534672734826915841265739273189546956473821317692458489751263562348197|625197384198354672734826915851642739273981546946573821317269458489715263562438197|695217384138594672724836915841625739273189546956473821317962458489751263562348197|695127384138594672724836915841652739273981546956473821317269458489715263562348197|695217384138495672724836915851624739273189546946573821317962458489751263562348197|695127384138459672724836915851264739273981546946573821317692458489715263562348197|625917384198345672734826915851264739273189546946573821317692458489751263562438197|625917384198435672734826915851264739273189546946573821317692458489751263562348197|625197384198534672734826915841652739273981546956473821317269458489715263562348197
200000000000000930000603701003000002509007100400020600000040069040005200900200080,236719458751482936894653721163594872529867143487321695372148569648935217915276384|236179458751482936894653721163594872529867143487321695312748569648935217975216384|236719458715482936894653721163594872529867143487321695372148569648935217951276384|236791458157482936894653721763514892529867143481329675372148569648935217915276384|231789456756412938894653721163594872529867143487321695372148569648935217915276384
000000000600000800001050000400001000080300007000020490060070200007000304002809015,938142576654937821721658943479581632286394157513726498165473289897215364342869715|938147652654932871271658943429781536586394127713526498165473289897215364342869715|928147536654932871731658942479581623286394157513726498165473289897215364342869715|938147526654932871721658943479581632286394157513726498165473289897215364342869715
090200000100400005000000008020300040300000000001070600000005870000600004530097001,493258716178469325652731498725386149346912587981574632269145873817623954534897261|498253716172468395653719428726381549345926187981574632269145873817632954534897261|795283416183469725642751398928316547376524189451978632269145873817632954534897261|498253716172486395653719428725368149346921587981574632269145873817632954534897261|497258316182436795653719428926381547375964182841572639269145873718623954534897261|497258316186439725253716498629381547375964182841572639962145873718623954534897261|498253716172468395653719428725386149346921587981574632269145873817632954534897261|497258316183469725652731498925386147376914582841572639269145873718623954534897261|493258716178469325652713498726381549345926187981574632269145873817632954534897261|493258716187469325652731498925386147376914582841572639269145873718623954534897261|493258716178469325652713498725386149346921587981574632269145873817632954534897261
000000008009400060027500100030000000000820007000007004000000000600150700890000420,461392578589471362327586149738614295914825637256937814173248956642159783895763421|465912378189473562327568149738645291954821637216397854573284916642159783891736425|461239578589471362327586149738694215914825637256317984173942856642158793895763421|461392578589471362327586149736914285914825637258637914173249856642158793895763421|461932578589471362327586149738694215914825637256317894173248956642159783895763421|461932578589471362327586149738614295914825637256397814173248956642159783895763421|461932578589471362327586149738649215914825637256317984173294856642158793895763421|461932578589471362327586149738694215914825637256317984173249856642158793895763421
001000000000020000090000501000700100700000920000608000002001005007039040006850002,681975234573124869294386571465792183718543926329618457832461795157239648946857312|361985274475126839298374561659742183784513926123698457832461795517239648946857312
000005000300900000600000480000001075040060000069002001005000000000020000000046302,914685237382974516657213489823491675541867923769352841295738164436129758178546392|914685237382974156657213489823491675541867923769352841295138764436729518178546392|194685237382974516657213489823491675541768923769352841215839764436527198978146352|914685237382974516657213489823491675541867923769352841295138764436729158178546392|914685237382974516657213489823491675541768923769352841295837164436129758178546392|194685237382974156657213489823491675541768923769352841215839764436127598978546312
000080000000000040120530090050800000000007200900000010400001038007000400009205000,693784152785129346124536897256813974341697285978452613462971538517368429839245761|743189652895672143126534897254813976631957284978426315462791538517368429389245761|743689152895172346126534897254816973631957284978423615462791538517368429389245761|693784152785129643124536897256813974341697285978452316462971538517368429839245761|743189652895726143126534897254813976631497285978652314462971538517368429389245761|734689152895172346126534897253816974641957283978423615462791538517368429389245761|794182356385679142126534897253816974641957283978423615462791538517368429839245761|793184652685729143124536897256813974341697285978452316462971538517368429839245761|743689152895172643126534897254813976631957284978426315462791538517368429389245761|794182356835679142126534897253816974641957283978423615462791538517368429389245761
001300000000500071609000000000800003000967000000000040060004000038005600000001002,251379864843526971679418325516842793324967158987153246162734589438295617795681432|251379864843526971679418325516842793324967158987153246162784539438295617795631482
000000000000504000600000750100209030000000140900008000042031000003060800790000000,425796381371584926689123754167249538238675149954318267842931675513467892796852413|485673921271594386639182754167249538328756149954318267842931675513467892796825413|485796321371524986629183754157249638268375149934618275842931567513467892796852413|425796381371584926689312754167249538258673149934158267842931675513467892796825413|485796321371524986629183754157249638238675149964318275842931567513467892796852413|457692381381574926629183754175249638238756149964318275842931567513467892796825413|459786321327514986681392754164279538278653149935148267842931675513467892796825413|425796381371584926689123754157249638268375149934618275842931567513467892796852413|475692381381574926629183754157249638238756149964318275842931567513467892796825413|485673921271594386639182754157249638328756149964318275842931567513467892796825413|475692381381574926629183754167249538238756149954318267842931675513467892796825413|435786921271594386689123754157249638328675149964318275842931567513467892796852413|435786921271594386689123754167249538328675149954318267842931675513467892796852413|425796381371584926689123754157249638238675149964318275842931567513467892796852413|485796321371524986629183754167249538238675149954318267842931675513467892796852413
000000000000000005703010000050200030002800060040007098007003002590070400000000086,925736841614928375783415629859264137372891564146357298467183952598672413231549786|925768341614329875783415629859246137372891564146537298467183952598672413231954786|685429371914738625723516849859264137372891564146357298467183952598672413231945786|685429371914736825723518649859264137372891564146357298467183952598672413231945786|985426371614739825723518649859264137372891564146357298467183952598672413231945786
000004000007000203263000000000080000030000008090520700410003900800000000005100070,581234697947861253263975841654387129732419568198526734416753982879642315325198476|981234567547968213263715489754381692632497158198526734416873925879652341325149876|981234567547968213263715489154387692732496158698521734416873925879652341325149876|981234567547816293263975841154387629732649158698521734416753982879462315325198476|981234657547968213263715489754386192132497568698521734416873925879652341325149876|581234697947865213263971845654387129732419568198526734416753982879642351325198476|981234567547861293263975841654387129732419658198526734416753982879642315325198476|981234657547968213263715489654387192732491568198526734416873925879652341325149876|981234567547968213263715489754386192132497658698521734416873925879652341325149876|981234567547816293263975841154387629732469158698521734416753982879642315325198476|581234697947865213263917845754386129132479568698521734416753982879642351325198476|981234657547861293263975841654387129732419568198526734416753982879642315325198476|981234567547968213263715489654387192732491658198526734416873925879652341325149876
000400000060000010500010208000100000200080760050700004000060420730005100086000000,128459673364827915579613248847196352293584761651732894915368427732945186486271539|128459637364278519579613248847196352293584761651732894915867423732945186486321975|128459673364827915579613248847196532293584761651732894915368427732945186486271359|128459673364827915579613248847136592293584761651792834915368427732945186486271359|128459673364827519579613248847136952293584761651792834915368427732945186486271395|128479635364258917579613248847196352293584761651732894915867423732945186486321579|128459637364278915579613248847196352293584761651732894915867423732945186486321579|128459673364827519579613248847196352293584761651732894915368427732945186486271935
000060002002700500300000004009000003000200000007030609600007900570103000000400010,741365892982714536365982174159648723836279451427531689613827945574193268298456317|741365892982714536365982174159678423836249751427531689613827945574193268298456317|741365892982741536365982174459618723836279451127534689613827945574193268298456317
000000000000000003500027600000008007009000200600030040090200500700306000050900801,967543182842619753513827694125498367439765218678132945394281576781356429256974831|964513782872649153531827694125498367349765218687132945493281576718356429256974831|962813754847569123513427689425698317139745268678132945394281576781356492256974831|947563182862419753513827694425698317139745268678132945394281576781356429256974831
030000000000010005006000030050030000900608200040000600000073000070009001005800960,431925876782316495596784132658432719917658243243197658169273584874569321325841967|431925786287316495596487132652734819913658274748192653169273548874569321325841967|531924786287316495496785132652437819913658274748192653169273548874569321325841967|531924876782316495496785132658432719917658243243197658169273584874569321325841967|531927486284316795796485132652734819913658274847192653169273548478569321325841967|531782496294316875786495132652934718917658243843127659169273584478569321325841967|431925786287316495596784132652437819913658274748192653169273548874569321325841967|731925486482316795596784132657432819913658274248197653169273548874569321325841967|531924786782316495496785132657432819913658274248197653169273548874569321325841967|731925486284316795596784132657432819913658274842197653169273548478569321325841967|731925486284316795596487132652734819913658274847192653169273548478569321325841967|431925786782316495596784132657432819913658274248197653169273548874569321325841967|731925486284316795596784132652437819913658274847192653169273548478569321325841967
200000010000050700000000080000200004090000000080306090740002000058040036009500001,234867519861953742975421683317295864596184327482376195743612958158749236629538471|275834619831659742964721583517298364396415827482376195743162958158947236629583471|235874619861953742974621385513297864697485123482316597746132958158749236329568471|275483619831659742964721385317295864596874123482316597743162958158947236629538471|235487619861953742974621385317295864596874123482316597743162958158749236629538471|234867519861953742975124683317295864596481327482376195743612958158749236629538471|275438619831659742964721385317295864596874123482316597743162958158947236629583471|275834619831659742964721385317295864596478123482316597743162958158947236629583471|275438619831659742964721583317295864596814327482376195743162958158947236629583471|235874619861953742974621385317295864596487123482316597743162958158749236629538471|264738519831659742975421683317295864596814327482376195743162958158947236629583471|264783519831659742975421683317295864596814327482376195743162958158947236629538471|275834619831659742964721583317295864596418327482376195743162958158947236629583471|234687519861953742975421683317295864596814327482376195743162958158749236629538471|235487619861953742974621583317295864596814327482376195743162958158749236629538471|275483619831659742964721583317295864596814327482376195743162958158947236629538471
000100002000002900003900000900010000050206004400050800000000000027040001080005063,695183742841572936273964158932418675758296314416357829564831297327649581189725463|895173642641582937273964158936418725758296314412357896564831279327649581189725463|895163742614572938273984156932418675758296314461357829546831297327649581189725463|895173642641582937273964158936418275758296314412357896564831729327649581189725463|695183742814572936273964158932418675758296314461357829546831297327649581189725463|895163742641572938273984156932418675758296314416357829564831297327649581189725463|596183742814572936273964158932418675758296314461357829645831297327649581189725463
000000004095000000000480000700001000900000206003040050800902000001003009600000017,368125794495376182172489563756291438914538276283647951837912645541763829629854317|368295174495137682172486593756321948914578236283649751837912465541763829629854317|382197564495326781176485932758261493914538276263749158837912645541673829629854317|378129564495367182162485793756291438914538276283746951837912645541673829629854317|368125794495367182172489563756291438914538276283746951837912645541673829629854317|378129564495376182162485793756291438914538276283647951837912645541763829629854317
000300000007000008000006045000030600030000090000520700009100007040009000260005000,154382976697451328328796145872934651435617892916528734589143267741269583263875419|154382976697451328328796145475938612832617594916524783589143267743269851261875439|415382976697451328328796145174938652532617894986524713859143267743269581261875439|415382976697451328328796145174938652532617894986524731859143267741269583263875419|415382976697451328328796145172938654534617892986524713859143267743269581261875439|415382976697451328328796145172938654534617892986524731859143267741269583263875419|514382976697451328328796145172938654435617892986524713859143267743269581261875439|514382976697451328328796145172938654435617892986524731859143267741269583263875419
000000000030009100000000098006080700500003000090012003080400020705600040000000005,279148536638259174451376298316984752542763981897512463183495627725631849964827315|978126534234859176651347298316984752542763819897512463189435627725698341463271985|954178236638259174271346598316984752542763981897512463183495627725631849469827315|954871236638259174271346598316984752542763819897512463189435627725698341463127985|978126534234859176651347298316984752542763819897512463183495627725638941469271385|978126534234859176651347298316984752542763981897512463183495627725631849469278315|279841536638259174154376298316984752542763819897512463981435627725698341463127985|459871236638259174271346598316984752542763819897512463183495627725638941964127385|659871234438259176271346598316984752542763819897512463183495627725638941964127385|459178236638259174271346598316984752542763981897512463183495627725631849964827315|659178234438259176271346598316984752542763981897512463183495627725631849964827315|279841536638259174451376298316984752542763819897512463183495627725638941964127385|954871236638259174271346598316984752542763819897512463183495627725638941469127385
000300200000000900070000060600080000040006000300501004860000100000060002500927080,456379218128645937973812465691284753245736891387591624862453179739168542514927386|156379248428615937973842561695284713241736895387591624862453179739168452514927386|156379248428615973973842561619284735245736819387591624862453197794168352531927486|456319278128675943973842561615284739249736815387591624862453197794168352531927486|156349278428675913973812465695284731241736859387591624862453197739168542514927386|156379248428615937973842561615284793249736815387591624862453179794168352531927486|156349278428675931973812465691284753245736819387591624862453197739168542514927386|156379248428615973973842561615284739249736815387591624862453197794168352531927486|456319278128675943973842561619284735245736819387591624862453197794168352531927486|156349278428675931973812465695284713241736859387591624862453197739168542514927386|156379248428615973973842561691284735245736819387591624862453197739168452514927386|456379218128645973973812465695284731241736859387591624862453197739168542514927386|456319278128675943973842561691284735245736819387591624862453197739168452514927386
000000020000040008040000500900020000010050000008301006030602800002090740050007003,375168924291745638846239517963824175417956382528371496734612859682593741159487263|891735624576249138243168579965824317317956482428371956734612895682593741159487263|893765124571249638246138579965824317317956482428371956734612895682593741159487263|891735624576249318243168579965824137317956482428371956734612895682593741159487263|896735124571249638243168579965824317317956482428371956734612895682593741159487263|891765324573249618246138579965824137317956482428371956734612895682593741159487263|375168924291745638846239517963824175714956382528371496437612859682593741159487263
000070006080000730000000001050009000007080010100230504000040063200500100070006009,543871926681924735729653481452169378397485612168237594915742863236598147874316259|519374826684912735723658941452169387937485612168237594895741263246593178371826459|519374826684912735723658941452169378937485612168237594895741263246593187371826459
006000000500600000000000430000305001700002040000800203400090170090000002003200000,386427519514639827927158436249365781738912645651874293462593178895741362173286954|386429517574631829921758436249365781738912645615874293462593178897146352153287964|386724519541639827279158436924365781738912645615847293462593178197486352853271964|376428519549631827281759436924365781738912645615874293462593178897146352153287964|376428519541639827289751436924365781738912645615874293462593178897146352153287964|346728519519634827287159436924365781738912645651847293462593178895471362173286954|386429517547631829219758436924365781738912645651847293462593178895174362173286954|386429517547631829219758436924365781738912645651874293462593178895147362173286954|386724519514639827927158436249365781738912645651847293462593178895471362173286954|386429517514637829927158436249365781738912645651874293462593178895741362173286954
004007000700000500000080006093000000005600001000900200000000090201500304070024000,654297813738416529912385746193852467425673981867941235546738192281569374379124658|654317829718269543932485716193852467425673981867941235546738192281596374379124658|654297183738416529912385746893152467425678931167943258546731892281569374379824615|654297138738416529912385746893152467425673981167948253546731892281569374379824615|654317829718296543932485716193852467425673981867941235546738192281569374379124658|964357128738162549152489736893215467425673981617948253546731892281596374379824615|654397128738216549912485736893152467425673981167948253546731892281569374379824615|964357128738162549152489736693218457425673981817945263546731892281596374379824615
003000009000000010007500080001300000500000000400000006860005000900006002000708040,153824769289673514647519283791362458526481397438957126864235971975146832312798645|183427569259683714647519283791362458536874921428951376864235197975146832312798645|183427569259683417647519283721364958596871324438952176864235791975146832312798645|183472569259683417647519283721364958596821374438957126864235791975146832312798645|153824769289673514647519283791362458536487921428951376864235197975146832312798645
040000002000000400000750600000002000000100060052080030400300700308400050200001009,847936512536218497921754683693542871784193265152687934419365728378429156265871349|743916582596238417821754693634592871987143265152687934419365728378429156265871349|641938572597216483823754691936542817784193265152687934419365728378429156265871349|746938512583216497921754683634592871897143265152687934419365728378429156265871349|743916582596238471821754693634592817987143265152687934419365728378429156265871349|643918572597236481821754693936542817784193265152687934419365728378429156265871349|743916582516238497829754613634592871987143265152687934491365728378429156265871349|647938512593216487821754693936542871784193265152687934419365728378429156265871349|746938512593216487821754693634592871987143265152687934419365728378429156265871349|741936582596218473823754691634592817987143265152687934419365728378429156265871349
000000300050000000008700064000200000000950043803000900090800000302006500000020070,421689357756342891938715264519234786267958143843167925695871432372496518184523679|724689351156342897938715264519234786267958143843167925695871432372496518481523679|124689357756342891938715264519234786267958143843167925695871432372496518481523679|124689357756342891938715264519234786267958143843167925495871632372496518681523479|724689351651342897938715264519234786267958143843167925495871632372496518186523479|724689351156342897938715264519234786267958143843167925495871632372496518681523479
000000900000000003000172000010030500900007002000401006400000080200000600000689010,678543921142968753395172468814236597936857142527491836461725389289314675753689214|687543921142968753359172468814236597936857142725491836461725389298314675573689214|748563921125948763693172458814236597936857142572491836461725389289314675357689214|682543971157968423349172865714236598936857142825491736461725389298314657573689214|687543921125968473349172865714236598936857142852491736461725389298314657573689214|687543921152968473349172865714236598936857142825491736461725389298314657573689214|678543921142968753593172468814236597936857142725491836461725389289314675357689214|728543961145968723693172458814236597936857142572491836461725389289314675357689214|748563921152948763693172458814236597936857142527491836461725389289314675375689214
000000700900030002000000051000000000000004870070209000007601003003020604082500000,346152798951738462728496351139875246265314879874269135497681523513927684682543917|264195738915738462738462951349876215526314879871259346497681523153927684682543197|325416798918735462746892351561378249239164875874259136497681523153927684682543917|264195738951738462738462951345876219129354876876219345497681523513927684682543197|345162798918735462726498351531876249269314875874259136497681523153927684682543917|264195738951738462738462951349876215126354879875219346497681523513927684682543197|235416798918735462746892351561378249329164875874259136497681523153927684682543917|325416798918735462746892351561378249239154876874269135497681523153927684682543917|325416798918735462746892351539178246261354879874269135497681523153927684682543917|235416798918735462746892351561378249329154876874269135497681523153927684682543917|235416798918735462746892351369178245521364879874259136497681523153927684682543917
000000002098500070400000000000000050300192000002004008000009346000070000204008000,573941682198526473426837915741683259385192764962754138857219346639475821214368597|573641982198523674426987513741836259385192467962754138857219346639475821214368795|573941682698523174421867539149786253385192467762354918857219346936475821214638795|576341982198526473423987615741863259385192764962754138857219346639475821214638597|573941682698523174421786539149867253385192467762354918857219346936475821214638795|573941682198526473426387915741863259385192764962754138857219346639475821214638597|573946182198523674426781539941867253385192467762354918857219346639475821214638795
000000000040500000000000765600800010020007300050310000700090030200000604090430002,578162943946573128312984765639825417821647359457319286764298531283751694195436872|572168943946573281381924765639852417128647359457319826764291538213785694895436172|572168943946573821381924765639852417128647359457319286764291538213785694895436172|875162943946573128312984765639825417128647359457319286764298531283751694591436872
000000000060980000000070092040057600000140200003008004409500000237000000000000010,925413867764982351381675492142357689678149235593268174419536728237891546856724913|925413768764982351381675492142357689876149235593268174419536827237891546658724913|925413867764982351381675492142357689876149235593268174419536728237891546658724913|925413768764982351381675492142357689678149235593268174419536827237891546856724913|921435876765982341384671592142357689598146237673298154419563728237814965856729413|921435876765982341384671592142357689598146237673298154419563728237819465856724913
